Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCO06,OUT017,571.0775835183504
FDO16,OUT035,1388.155761024463
FDC60,OUT049,1366.920222219914
FDA48,OUT018,3440.05068808552
FDZ36,OUT027,5153.277236777011
FDK27,OUT045,2051.1919470834023
FDW23,OUT018,582.4937845975818
FDM14,OUT018,1674.0955245998907
FDM14,OUT013,1659.8090339727435
FDW60,OUT018,2807.4293882858856
FDE21,OUT013,2024.5204565970444
NCM42,OUT035,1702.959510559926
FDY59,OUT010,226.90823910823897
DRI49,OUT049,1311.105811390723
FDT28,OUT019,365.0733315683255
FDQ22,OUT018,580.0965235222026
FDR60,OUT049,1250.779277136241
FDC50,OUT019,236.18135482228482
FDV24,OUT013,2321.8755863647693
DRF48,OUT010,491.7904167593713
FDQ47,OUT046,646.1415173901385
DRN36,OUT049,1547.3060989953754
NCY06,OUT035,1991.8399508532937
FDE52,OUT035,1389.1167982166905
NCB54,OUT045,1949.0419541972915
NCF31,OUT035,2403.767825301602
FDJ08,OUT027,5194.829844638942
NCC07,OUT017,1635.085868300017
NCD19,OUT027,1271.0683154535507
FDL46,OUT049,1932.5177729120192
FDM20,OUT045,3992.6604882297624
NCI06,OUT010,453.52397612594854
DRM11,OUT035,4296.585454887132
NCH07,OUT018,2481.5747596307388
FDS23,OUT013,2081.715838554476
FDO49,OUT018,717.0660351296303
FDS35,OUT049,1093.7513325509412
DRK39,OUT045,1386.9859754190704
DRI39,OUT049,928.2154791351954
FDV04,OUT017,2383.5297860125397
NCN14,OUT035,3032.776108149168
FDH08,OUT013,3841.2318777977466
FDS20,OUT046,3232.4640146890147
FDV40,OUT049,1127.2464190118249
FDZ48,OUT010,256.2324803188067
FDS24,OUT027,2594.728918617351
FDK44,OUT049,2811.9713200212777
FDS48,OUT045,2539.7640188258592
FDK26,OUT010,491.1902039071029
FDD23,OUT045,3120.1769745952265
NCH54,OUT017,2606.556577396267
NCP14,OUT010,243.42889299505293
FDM60,OUT010,131.80625081322768
FDV24,OUT017,2355.3902013195952
FDH08,OUT018,3576.8939707980912
FDS12,OUT027,2981.660982044079
FDR39,OUT027,4749.354760052982
FDP12,OUT027,1026.1157350278513
DRF60,OUT027,5847.642262698811
FDC09,OUT035,1663.1874657081319
FDF50,OUT018,3027.74479610335
FDG28,OUT035,4043.562086933746
NCE19,OUT017,867.8115136414257
NCM53,OUT010,248.92815373301482
NCN18,OUT049,1699.0205488129227
FDF32,OUT035,3070.120037664046
FDF11,OUT013,3894.774635669288
DRI59,OUT049,3738.230741243393
NCG54,OUT035,2833.4944361446564
FDM44,OUT046,1667.3978836653152
FDT57,OUT018,3550.009989387683
FDV24,OUT046,2366.4292731474097
FDI50,OUT019,573.0195065502661
FDS09,OUT035,799.9062359448756
NCC31,OUT027,4132.926423056252
FDQ07,OUT019,572.4085505391955
FDC22,OUT017,3222.6227647640635
FDZ56,OUT046,2878.057986147355
FDZ40,OUT019,131.80625081322768
FDS46,OUT027,2919.6792511641024
DRD24,OUT045,2062.9680661888365
FDV45,OUT017,3135.262166516123
FDL26,OUT045,2564.5288315409834
FDA56,OUT018,1984.1754807302198
FDN27,OUT046,2016.0055998377309
FDM20,OUT049,4015.8345826633754
FDO16,OUT017,1338.6975741775639
FDL03,OUT035,2913.2508941245196
FDE58,OUT046,1952.2830687671644
FDI02,OUT027,2899.4247531069627
NCC55,OUT019,131.80625081322768
FDR03,OUT018,3186.2831433226393
FDB14,OUT017,1428.1855285912222
FDR45,OUT013,3920.00527293168
NCN07,OUT017,2108.19983577555
FDM51,OUT019,249.43331641543065
FDT52,OUT027,5847.642262698811
FDL26,OUT046,2544.856392380981
NCZ42,OUT046,3858.269028802459
DRI47,OUT019,364.95576881786576
FDW40,OUT013,2141.3114020500516
FDN34,OUT046,2915.959061871273
FDS01,OUT035,2923.377586152294
NCG55,OUT045,1952.4322523782282
FDC11,OUT035,1367.5576291935809
FDX35,OUT018,3491.679042460341
NCB06,OUT046,2637.622003653986
FDR09,OUT019,573.5937516690417
FDC53,OUT017,1540.7028823004296
FDY45,OUT013,4048.5119632031265
FDA22,OUT010,386.83871490489196
FDE02,OUT035,1550.6715339016382
FDW21,OUT045,1702.6394876340128
FDV34,OUT046,1193.3778537751868
FDS59,OUT049,1696.178385997513
NCW17,OUT017,2134.7908656131412
NCK54,OUT046,2017.4138656842945
FDG17,OUT019,573.0195065502661
FDG35,OUT017,2956.847438086066
FDD08,OUT010,131.80625081322768
NCO07,OUT017,3690.671705721172
FDJ10,OUT010,277.8146754951546
FDW36,OUT017,1655.0362637292014
FDW21,OUT010,241.05559658126757
FDY19,OUT017,1960.5423025747493
DRE03,OUT013,761.9358439858959
NCC55,OUT049,663.7828088521181
FDH52,OUT010,135.5813060296548
FDO09,OUT017,4039.9343381857725
FDU43,OUT045,3952.406791729434
FDX09,OUT010,427.1294804424539
FDH40,OUT019,203.69928735130733
FDW58,OUT017,1640.887078110385
FDC47,OUT017,3773.4618897732757
NCR41,OUT035,1499.9214431774778
DRG49,OUT035,3892.643542408997
FDC52,OUT027,4103.873671982052
FDY13,OUT046,1195.3881517305256
FDY35,OUT013,663.3177948878208
FDI35,OUT017,3238.7931451768204
NCU18,OUT049,2125.725495971865
FDY33,OUT018,2504.5585076450416
FDC15,OUT027,4215.551396647811
FDU01,OUT049,3099.5489917774407
NCU42,OUT046,2898.079190900839
NCV29,OUT018,2779.19235277978
NCY30,OUT017,3040.2671612086374
FDQ46,OUT049,1722.4844968479672
FDG58,OUT027,4132.926423056252
FDK33,OUT017,3700.2018114873326
NCD07,OUT045,1811.4096797469049
NCX29,OUT027,4038.337389560558
NCT42,OUT013,2386.1836203197204
DRN59,OUT035,774.3642333166139
FDI44,OUT035,1284.443985978644
FDA45,OUT049,2847.7923155060344
FDP31,OUT045,1090.3157279614907
FDY01,OUT046,1925.717480976292
FDT09,OUT018,2057.537755548116
DRH03,OUT027,2841.366650695995
FDA36,OUT018,2996.544142424875
NCF31,OUT017,2369.453562830764
FDG14,OUT049,2380.7830622744104
FDG28,OUT027,5847.642262698811
FDU14,OUT049,4134.19175796754
FDY47,OUT019,282.9341385844361
FDI56,OUT049,1400.2042498962624
DRD01,OUT013,984.7467218468175
FDM22,OUT046,978.8324701018862
FDH33,OUT013,665.0160831516863
DRZ24,OUT013,1901.3623856063277
NCQ38,OUT046,1663.4896823439956
FDO16,OUT027,2418.6319282335826
FDU07,OUT027,4098.9882578091765
NCB07,OUT013,2977.244971354713
FDU48,OUT045,1971.857944529446
NCM43,OUT045,2795.6298221479155
FDR31,OUT010,360.9969829820506
DRK49,OUT018,583.6422791367571
NCI30,OUT010,574.2818560028333
DRD60,OUT017,3131.5542680931885
NCG19,OUT046,3679.652264896599
FDH12,OUT035,1634.4290720551414
FDM32,OUT035,1426.8930048269551
FDM27,OUT035,2640.282112083885
NCU53,OUT027,4306.852163150089
NCQ18,OUT046,1580.7503586949895
FDS10,OUT013,2932.1112357906864
FDB33,OUT027,4215.551396647811
FDI12,OUT013,1371.8147371528792
NCW42,OUT013,3655.8005302364645
NCC06,OUT018,2054.0932014026184
FDW02,OUT017,2020.0428879118203
NCD43,OUT017,1693.504010242492
FDM57,OUT018,1316.1433966962074
FDA58,OUT017,3807.2099481742052
FDK56,OUT046,3236.170565901236
FDP52,OUT045,3831.0523444897626
FDW20,OUT018,2043.173000092197
FDS52,OUT049,1602.5319061081227
NCT29,OUT018,1864.2837071565687
NCL54,OUT013,2847.7427984054934
FDC05,OUT045,3067.3677055401304
FDF34,OUT035,3048.299233800353
FDP03,OUT027,2981.660982044079
FDD32,OUT010,195.2998414680431
FDZ10,OUT045,1999.308401867005
FDZ40,OUT035,918.3305343898394
FDD51,OUT018,599.0545536402869
NCY30,OUT019,431.40799270318524
FDP58,OUT017,3640.419443779345
FDV49,OUT017,4303.997429837461
FDY24,OUT019,131.80625081322768
NCO55,OUT017,1653.5336350034343
FDR13,OUT017,1959.8803671676558
FDS51,OUT017,1014.481776527072
FDP26,OUT045,1638.4478751665742
NCB54,OUT027,2981.660982044079
FDF32,OUT017,3043.61339615591
FDN31,OUT018,2974.4832383023627
DRM48,OUT017,571.0775835183504
FDN20,OUT049,2861.6841906103377
DRL01,OUT046,3653.7089848936125
FDV56,OUT049,1638.3060992509559
DRH13,OUT027,2874.8818025111414
FDA03,OUT017,2481.46597079605
FDF47,OUT027,5846.284465239467
FDX32,OUT046,2638.566194305523
FDX57,OUT049,1554.668635920695
NCA30,OUT045,2992.9176263156814
FDO49,OUT013,765.2127521472333
FDL04,OUT019,250.78918336019663
DRM48,OUT035,630.7120814978316
FDR16,OUT013,3590.229017844495
NCC19,OUT018,3029.138416947861
NCE42,OUT045,3798.6209906818794
FDY24,OUT017,867.0532184447384
FDH19,OUT049,2849.166977796603
FDJ46,OUT013,2895.0560695186978
FDN45,OUT010,573.8405321522026
FDY08,OUT035,2023.8526035820125
FDZ37,OUT035,1396.1293085772536
NCT30,OUT045,781.3065172126388
DRY23,OUT018,598.9670953232174
NCZ30,OUT018,1991.335736469281
FDC44,OUT018,1772.8500417763091
FDB45,OUT035,1617.0136657282403
FDY04,OUT013,2503.970882247109
FDM27,OUT046,2668.9479671224453
FDZ43,OUT017,4062.6963445719107
FDT39,OUT019,365.7574519433897
NCC06,OUT019,283.3073284907463
FDL15,OUT027,4132.926423056252
FDL57,OUT017,4096.874761861133
FDU08,OUT046,1546.5448823655718
FDK40,OUT017,4305.9843107110255
FDQ12,OUT010,573.8512753110048
FDS48,OUT017,2489.908780153988
FDP09,OUT045,3558.455240788289
FDW21,OUT049,1548.186646079091
FDY25,OUT035,3061.328238907306
DRE13,OUT017,1365.6722098957805
FDV43,OUT019,131.80625081322768
FDD22,OUT045,1693.4684856942501
FDM46,OUT019,235.3076849915031
NCO30,OUT010,481.0957969067929
FDM25,OUT046,2827.0711457375714
NCN41,OUT049,2067.5570054979885
FDU24,OUT045,1487.4596870467378
FDZ50,OUT046,3238.8163887838696
FDP45,OUT013,4013.703350052466
NCM54,OUT045,1988.3556348822467
FDW10,OUT019,424.6316512574695
FDP20,OUT017,2030.65823583327
FDK32,OUT046,2583.9566377395636
FDN52,OUT049,1350.4604896099931
FDM58,OUT045,1677.043737471139
FDZ46,OUT027,2899.4247531069627
NCA18,OUT018,1773.026202454929
FDD35,OUT046,2126.9261804576513
NCK31,OUT035,786.0680108980607
FDI40,OUT027,2860.1354454009042
FDT50,OUT019,238.5464554873664
NCT06,OUT046,2696.838495686977
FDT31,OUT035,2969.234337522108
FDT45,OUT049,890.2029344714302
FDT13,OUT045,3099.4858273405675
FDO50,OUT045,1384.6960500015311
NCU18,OUT010,277.13669684058164
NCR54,OUT049,3106.090169493818
NCO18,OUT018,2820.593033130925
FDU09,OUT045,923.0422992494357
FDT13,OUT018,2985.985546844825
FDE09,OUT046,1806.1100483712144
NCK53,OUT019,249.43331641543065
FDG45,OUT049,3577.9971179567324
DRH15,OUT035,714.1856336638828
FDO21,OUT019,573.6197194025345
FDD14,OUT027,5153.277236777011
FDC09,OUT046,1682.2967716206222
FDH45,OUT027,1034.4924779216165
FDV32,OUT046,1161.5797903393423
FDG12,OUT035,2008.3365840665201
FDS32,OUT013,2158.5352412904117
NCL55,OUT018,3706.2112926825484
DRE01,OUT035,3801.1859230202535
DRE15,OUT049,1252.1478849538073
NCL42,OUT045,3846.6986215511406
FDP31,OUT013,1187.6937990918084
FDN33,OUT018,1429.181955616532
FDZ59,OUT046,2449.679070520855
FDE45,OUT010,431.3099205785881
FDJ07,OUT013,1997.5770209882462
FDQ45,OUT018,3057.9204878870582
FDM33,OUT027,5846.284465239467
FDO15,OUT010,146.64852738533367
FDM46,OUT013,1463.3976876515126
FDR03,OUT045,3339.30434057972
FDY49,OUT018,2653.34015918591
FDQ60,OUT045,1886.9623228623773
FDW10,OUT049,2821.8692007714085
FDO51,OUT049,711.1645738133928
FDJ40,OUT018,1609.497042289772
FDS20,OUT018,2984.4500262238353
FDU45,OUT013,1868.8553026849806
FDV02,OUT035,2783.699918338419
FDN09,OUT046,3840.655840956662
NCM55,OUT027,5153.277236777011
FDN23,OUT018,2316.513284961684
FDY31,OUT010,364.9406400394617
FDW03,OUT010,243.40716694595184
FDD14,OUT046,3102.042138912479
FDV23,OUT017,2027.3351493288949
DRI03,OUT045,2895.6146998854488
FDN13,OUT035,1560.5992767366492
FDF45,OUT027,1332.7972693587892
FDU46,OUT035,1390.1700364712642
FDB57,OUT049,3674.350866369571
FDV12,OUT049,1557.062653334365
FDQ58,OUT013,2398.157125286168
NCA18,OUT017,1837.0475076442538
FDH52,OUT049,1026.8360183412342
FDM24,OUT018,2313.6783428381877
NCP43,OUT027,4750.712557512325
NCO18,OUT019,428.78358058509633
FDM32,OUT017,1362.7425437506936
NCL07,OUT017,571.9288157461331
FDK03,OUT013,4223.717415032418
FDP59,OUT017,1652.9970922357736
FDQ24,OUT049,4156.951586298424
FDQ16,OUT018,1579.1460006192347
FDU44,OUT013,2498.763858941307
FDH28,OUT010,131.80625081322768
FDV28,OUT019,131.80625081322768
FDM22,OUT045,924.205335732413
FDR56,OUT046,3101.266853481033
FDV39,OUT049,3061.758719487636
FDU37,OUT019,166.81654467439807
FDQ11,OUT010,573.8512753110048
FDX02,OUT045,3673.2141603922137
NCS42,OUT018,1416.834669282184
FDY57,OUT027,2841.366650695995
FDB21,OUT049,3869.36514607876
FDE28,OUT017,3840.4639471444625
FDQ55,OUT017,2009.9580633478472
FDA48,OUT049,3608.6174857398105
FDZ19,OUT045,2778.3215583383767
NCC43,OUT045,3861.961990088244
NCV18,OUT046,1412.8727590354836
NCA42,OUT018,2499.936456925587
FDY45,OUT046,3969.1383652770683
NCC30,OUT045,2882.122270822334
FDM57,OUT013,1384.2974297202727
FDL09,OUT010,385.5500221379137
FDB09,OUT027,2981.660982044079
FDT44,OUT035,1870.2329007578012
NCT06,OUT027,4306.852163150089
FDX26,OUT049,3226.322976685714
FDK32,OUT013,2451.277617643892
DRA12,OUT046,2133.1216555712817
FDO46,OUT010,491.7904167593713
FDE52,OUT013,1358.5380489656245
NCH42,OUT045,3783.048494444567
FDV08,OUT035,661.7125688372013
FDB47,OUT018,3363.846229927963
FDC28,OUT010,256.2324803188067
FDD22,OUT046,1882.7135606445893
FDS07,OUT027,2903.445261557502
DRI13,OUT045,3562.207052148994
FDG32,OUT018,3433.8238151053392
FDU14,OUT017,4211.713570209902
FDD28,OUT019,132.8969570827553
NCP41,OUT017,1662.9841352899134
FDS08,OUT049,2814.920373304175
FDX47,OUT045,2444.76835730194
FDC53,OUT019,249.03840046001937
FDQ19,OUT035,4064.7000900121334
FDL14,OUT045,2365.869705642719
FDM33,OUT019,573.5937516690417
FDA51,OUT045,1835.6263183289695
FDZ27,OUT018,715.5493003231691
FDT04,OUT046,670.5143412329883
DRC13,OUT049,2069.0336440763344
FDR16,OUT027,5846.284465239467
FDQ03,OUT027,5846.284465239467
FDE38,OUT035,2662.4271703828003
DRH23,OUT027,1277.4062941236357
FDT11,OUT019,489.978647969357
FDD09,OUT035,2951.4282663582485
FDR40,OUT045,1364.024806520806
FDX07,OUT017,3045.663432411419
FDR07,OUT035,1548.8049830230157
FDA51,OUT017,1878.3207613018715
FDT59,OUT019,573.0195065502661
FDF20,OUT017,3028.4173640694894
FDR13,OUT045,1933.4145034549945
FDY26,OUT049,3638.605992937507
FDW04,OUT017,1995.9823012315
FDK52,OUT017,3783.14978408076
FDN60,OUT049,2618.871862670083
FDM09,OUT019,408.9888067417609
FDP46,OUT049,1346.2964624929002
FDB50,OUT019,166.81654467439807
NCQ29,OUT049,4100.145165680037
FDP16,OUT027,5847.642262698811
FDX33,OUT018,2382.1826094430503
FDP07,OUT010,504.4349136291869
FDN22,OUT046,3873.9138450618584
FDF39,OUT049,4248.195347615881
FDS21,OUT017,978.7025737627545
NCM42,OUT013,1693.989031120085
FDK50,OUT019,386.62474463484125
DRF13,OUT027,4081.5675778766645
FDH35,OUT018,2445.7818234524075
FDP60,OUT018,1501.240357535613
DRJ49,OUT027,2987.5194257046446
NCT42,OUT019,364.1108194212578
FDE38,OUT049,2666.75147486855
FDI04,OUT049,3137.9867635325295
NCH54,OUT045,2702.494716080752
FDT56,OUT049,938.029904054295
DRD15,OUT018,3549.7872573858067
FDV58,OUT013,3087.4202378272844
FDP21,OUT049,3252.485875813252
FDH05,OUT013,3720.3088338942825
FDR10,OUT027,4276.75241646153
NCP06,OUT045,2531.961330955645
FDF33,OUT049,1685.7890039816286
DRK37,OUT013,3185.4015997063434
DRH49,OUT045,1327.4684438442894
FDT58,OUT013,2630.361748428744
FDD41,OUT018,1613.2094571524844
FDP40,OUT018,1697.7824368498486
FDM51,OUT027,2860.1354454009042
FDO45,OUT010,201.11495817516527
FDW33,OUT010,243.42889299505293
FDY24,OUT045,922.8844822160704
FDB10,OUT010,574.866844280411
FDM40,OUT035,2048.7496327212543
NCI06,OUT017,3053.939484793479
FDW12,OUT019,335.80849806041067
FDX48,OUT027,4138.934915314531
NCW05,OUT027,2869.390288192906
FDX27,OUT017,1530.3470255453196
DRM37,OUT045,3148.771681569015
FDA38,OUT045,3969.082305452634
FDR36,OUT046,674.2080583584542
FDZ45,OUT046,3157.493658321818
FDG05,OUT017,2441.1303897506727
FDK28,OUT013,4337.064648709913
FDV47,OUT045,1343.9024429433516
FDN21,OUT045,2631.576329950449
FDP20,OUT027,2981.660982044079
FDI35,OUT045,3162.0219988922186
DRY23,OUT013,667.5836132671795
FDA56,OUT017,2072.9650551946665
FDB09,OUT013,2039.613704243354
NCO26,OUT027,2919.6792511641024
FDQ49,OUT018,2411.8376190448907
FDI52,OUT027,2981.660982044079
FDZ44,OUT027,2919.6792511641024
FDZ09,OUT018,2488.5896952950447
FDY03,OUT049,1877.295535546445
NCG42,OUT017,2096.966943276519
DRI13,OUT027,5847.642262698811
FDQ32,OUT013,2094.9009415195915
FDW16,OUT035,1382.0504157391797
FDU27,OUT046,791.9562144538264
FDR28,OUT010,385.62355117779094
FDQ49,OUT010,380.43954101523184
FDS37,OUT046,1975.8607033078345
FDW26,OUT018,3449.8367605837057
FDX12,OUT018,3708.357201588978
NCP06,OUT013,2426.0438913495063
FDW45,OUT010,364.49060659826506
NCN30,OUT049,1477.4156598139873
FDN24,OUT049,893.3077721698215
NCL41,OUT027,1026.4318768255275
FDR02,OUT019,261.798139070213
FDD09,OUT010,451.49382559949436
FDS33,OUT010,201.89628330573677
FDU22,OUT045,1929.7616160075681
FDI53,OUT013,2391.3575946966607
DRH01,OUT049,2900.4896417967384
FDX32,OUT013,2169.310308154765
NCP30,OUT018,580.0965235222026
FDB60,OUT045,3006.5119998768605
FDB14,OUT049,1426.5353550608295
NCP02,OUT035,920.4127149296263
FDJ10,OUT017,2066.9905237870903
FDG34,OUT046,1795.2850332170021
NCB18,OUT017,1336.584286333731
FDM16,OUT049,1137.8803433764308
FDW25,OUT018,1316.2737612860726
FDB35,OUT010,224.69689436548313
DRN11,OUT013,2158.9889234354014
FDF41,OUT019,572.9935388167734
FDH16,OUT045,1393.0841005400243
NCQ50,OUT018,3346.874754237623
DRH23,OUT018,878.5909751684604
DRJ37,OUT013,2340.822191622368
DRJ24,OUT027,5153.277236777011
FDY16,OUT035,3058.766425343712
FDQ27,OUT045,1738.6666574905648
FDZ33,OUT045,2470.4284314320794
FDF29,OUT045,2112.3366333931435
FDA08,OUT049,2553.754038392961
FDG31,OUT046,1150.687979733022
FDE34,OUT019,466.1459396827517
NCR30,OUT027,1439.620889810926
FDV33,OUT035,4099.528173225615
DRZ24,OUT018,1885.562595532726
NCL54,OUT035,2879.820202959929
FDR12,OUT049,2957.401545872048
NCC54,OUT046,3817.4609720083536
DRN59,OUT013,756.6833952825694
FDX50,OUT019,262.7429859450477
FDV31,OUT027,4675.01355146807
NCA29,OUT027,4412.719246477883
FDW60,OUT049,2967.002446412355
FDX08,OUT017,3146.3940845610105
DRD49,OUT013,3750.125507068314
FDD33,OUT046,3675.7439916366757
FDW35,OUT013,660.5674545495025
FDJ36,OUT017,1676.5881262507612
FDV51,OUT035,2778.70732617747
FDW36,OUT046,1650.3883614584795
FDH35,OUT046,2612.4371825029043
NCS30,OUT027,2987.5194257046446
FDN49,OUT017,581.3540048763575
FDL08,OUT018,3712.1594056079134
FDI09,OUT013,3784.6322349428597
FDP19,OUT018,1958.6993129379823
FDU21,OUT010,131.80625081322768
NCP41,OUT045,1632.8887720499451
FDY10,OUT013,1805.6033590546995
FDP12,OUT018,561.7295006999084
NCN26,OUT049,1978.9923825965702
FDK44,OUT013,2764.59983290044
FDC28,OUT049,1637.7587426638265
FDJ41,OUT027,5847.642262698811
NCT29,OUT035,1938.7537491208839
NCH42,OUT019,573.0347311249567
FDU60,OUT018,2546.2246490202647
FDS02,OUT045,3156.3519476791125
FDC51,OUT046,2119.809001489534
FDU03,OUT013,3085.2829230808197
FDX39,OUT045,3609.296686637796
NCY05,OUT010,131.80625081322768
NCL06,OUT027,5846.284465239467
FDD32,OUT035,1279.5997770473682
NCN41,OUT045,1966.4654933778888
NCX53,OUT049,2232.6337534842246
FDU57,OUT019,364.1212315798682
FDQ23,OUT046,1696.8314217179068
FDQ52,OUT045,4063.4041422814184
FDC14,OUT045,647.9978971380831
FDY09,OUT035,3003.199267082406
FDQ28,OUT045,2628.528051157929
FDV25,OUT046,3714.78290730262
FDJ07,OUT035,1977.9126344938425
DRB25,OUT049,1637.4060850806231
FDK52,OUT019,572.9935388167734
FDY52,OUT027,1404.4264571920337
FDB28,OUT046,3168.3559326021946
FDT36,OUT035,630.4348487297879
FDV25,OUT017,3806.24636226598
NCN07,OUT027,2987.5194257046446
FDC57,OUT017,2994.788221182867
FDQ03,OUT018,3492.0187355383373
FDU23,OUT017,2806.4345787496395
NCX41,OUT035,3630.1876492353194
NCD06,OUT035,784.235593309594
FDW08,OUT045,1606.3143903301573
NCU29,OUT017,2413.4435270859467
NCE06,OUT013,2408.850189107846
FDV52,OUT010,268.81695221083345
FDB02,OUT017,2903.240460428099
NCR18,OUT045,658.4034264311139
FDK16,OUT049,1483.0916949022271
NCQ29,OUT010,574.4255204297804
FDZ01,OUT019,250.76745731109554
FDW27,OUT035,2445.7819541407407
FDD17,OUT018,3625.896313642057
FDW39,OUT013,2848.5225831623516
DRH59,OUT045,1131.3283208499322
FDS52,OUT013,1648.1108139196374
FDU40,OUT027,5737.666849478175
NCF54,OUT013,2775.4226269886954
FDH46,OUT045,1740.6156215783876
NCP14,OUT049,1678.3637364961521
FDH50,OUT049,3287.6490140295255
DRF15,OUT010,368.82224319449625
FDV27,OUT027,2594.728918617351
NCJ06,OUT049,2139.48032784664
FDN02,OUT018,3241.5102411913604
FDQ51,OUT049,792.6104908723657
FDQ07,OUT017,3741.221272501572
FDS45,OUT049,1710.4927858211222
NCJ06,OUT045,2074.3642470957857
FDD36,OUT035,2017.4240588354482
FDY25,OUT045,3143.4322678603426
FDU52,OUT046,2331.5380343182737
DRK47,OUT017,3854.8258278665344
NCL30,OUT017,2031.6484212268535
FDN22,OUT035,3937.009901474768
NCF30,OUT027,2981.660982044079
FDK03,OUT035,4269.220101803199
FDT45,OUT017,869.0899155768027
NCC54,OUT027,5846.284465239467
FDP08,OUT018,2908.2613243002834
